list-idl-m,12,4,1,144,441110,3063
list-idl-s,12,4,1,144,579575,4024
list-i-m,12,8,1,288,541063,1878
list-i-s,12,8,1,288,460580,1599
list-d-m,12,8,1,288,490892,1704
list-d-s,12,8,1,288,513130,1781
list-l-none,12,8,1,288,439541,1526
list-l-m,12,8,1,288,572351,1987
list-l-s,12,8,1,288,510147,1771
list-id-m,12,8,1,288,437060,1517
list-id-s,12,8,1,288,568340,1973
list-il-m,12,8,1,288,376381,1306
list-il-s,12,8,1,288,438812,1523
list-dl-m,12,8,1,288,554441,1925
list-dl-s,12,8,1,288,495404,1720
list-idl-m,12,8,1,288,504141,1750
list-idl-s,12,8,1,288,452248,1570
list-i-m,12,16,1,576,582231,1010
list-i-s,12,16,1,576,575946,999
list-d-m,12,16,1,576,443216,769
list-d-s,12,16,1,576,591691,1027
list-l-m,12,16,1,576,622145,1080
list-l-s,12,16,1,576,445220,772
list-id-m,12,16,1,576,963903,1673
list-id-s,12,16,1,576,507399,880
list-il-m,12,16,1,576,607401,1054
list-il-s,12,16,1,576,459750,798
list-dl-m,12,16,1,576,497062,862
list-dl-s,12,16,1,576,437198,759
list-idl-m,12,16,1,576,591713,1027
list-idl-s,12,16,1,576,1122632,1949
list-i-m,12,32,1,1152,620822,538
list-i-s,12,32,1,1152,603323,523
list-d-m,12,32,1,1152,677898,588
list-d-s,12,32,1,1152,456460,396
list-l-m,12,32,1,1152,624740,542
list-l-s,12,32,1,1152,535271,464
list-id-m,12,32,1,1152,1143861,992
list-id-s,12,32,1,1152,1177328,1021
list-il-m,12,32,1,1152,650964,565
list-il-s,12,32,1,1152,529087,459
list-dl-m,12,32,1,1152,790492,686
list-dl-s,12,32,1,1152,497729,432
list-idl-m,12,32,1,1152,966310,838
list-idl-s,12,32,1,1152,890036,772
list-none-m,1,1,1,3,112261,37420
list-none-s,1,1,1,3,157277,52425
list-none-m,1,10,1,30,177931,5931
list-none-s,1,10,1,30,149297,4976
list-none-m,1,100,1,300,190233,634
list-none-s,1,100,1,300,162755,542
list-none-m,1,500,1,1500,800256,533
list-none-s,1,500,1,1500,754590,503
list-none-m,1,1000,1,3000,2345789,781
list-none-s,1,1000,1,3000,2335175,778
list-none-m,2,1,1,6,141598,23599
list-none-s,2,1,1,6,152059,25343
list-none-m,2,10,1,60,150906,2515
list-none-s,2,10,1,60,174190,2903
list-none-m,2,100,1,600,292682,487
list-none-s,2,100,1,600,204254,340
list-none-m,2,500,1,3000,1351188,450
list-none-s,2,500,1,3000,1184788,394
list-none-m,2,1000,1,6000,4594701,765
list-none-s,2,1000,1,6000,4689335,781
list-none-m,4,1,1,12,166514,13876
list-none-s,4,1,1,12,150156,12513
list-none-m,4,10,1,120,166492,1387
list-none-s,4,10,1,120,169727,1414
